Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Mois,Statut,Budget dépensé (€),Conversions (achats),Revenu estimé (€),ROAS,Coût par conversion (€),Impressions,Clics,Taux de clic (%),Date de lancement
Créa Témoignage Omega-3 - Anna,Omega-3,Anna Schmidt,Témoignage,Santé,Pourquoi les nutritionnistes recommandent AG1,Septembre 2025,En pause,2455.59,129,4984.85,2.03,19.04,260125,10197,3.92,2025-09-23
Créa Image statique Shaker - Sarah,Shaker,Sarah Martin,Image statique,Convenience,L'importance d'un bon mélange,Octobre 2025,Arrêtée,1858.31,72,1969.81,1.06,25.81,169417,6692,3.95,2025-10-03
Créa Témoignage Vitamine D3+K2 - Dr.,Vitamine D3+K2,Dr. Michael Lee,Témoignage,Valeur,Boostez votre immunité,Août 2025,Arrêtée,605.12,64,780.60,1.29,9.46,130946,4491,3.43,2025-08-13
Créa Podcast Bundle Complet - David,Bundle Complet,David Chen,Podcast,Santé,Ma transformation en 2 mois,Août 2025,En ligne,2167.92,50,5029.57,2.32,43.36,296202,9508,3.21,2025-08-20
Créa Image statique Vitamine D3+K2 - Sarah,Vitamine D3+K2,Sarah Martin,Image statique,Santé,Économisez avec le bundle,Septembre 2025,Arrêtée,1630.91,142,4957.97,3.04,11.49,244932,8965,3.66,2025-09-23
Créa Podcast AG1 Powder - Marc,AG1 Powder,Marc Petit,Podcast,Accessoire,Le shaker qui change tout,Novembre 2025,En pause,2362.50,29,4937.63,2.09,81.47,245667,7198,2.93,2025-11-13
Créa Image statique AG1 Powder - Dr.,AG1 Powder,Dr. Michael Lee,Image statique,Éducation,Essentiel en hiver,Novembre 2025,En ligne,776.65,143,528.12,0.68,5.43,286196,8185,2.86,2025-11-14
Créa Podcast Shaker - Dr.,Shaker,Dr. James Smith,Podcast,Éducation,Essentiel en hiver,Septembre 2025,En pause,808.98,33,2046.72,2.53,24.51,139449,3389,2.43,2025-09-08
Créa Témoignage Omega-3 - Laura,Omega-3,Laura Davis,Témoignage,Éducation,L'importance d'un bon mélange,Juillet 2025,En pause,1992.05,56,1314.75,0.66,35.57,187147,5072,2.71,2025-07-04
Créa Image statique AG1 Powder - Anna,AG1 Powder,Anna Schmidt,Image statique,Testimonial,Parfait pour voyager,Octobre 2025,En ligne,2278.46,99,7268.29,3.19,23.01,114736,3098,2.70,2025-10-09
Créa Image statique Omega-3 - Lisa,Omega-3,Lisa Garcia,Image statique,Accessoire,Parfait pour voyager,Août 2025,En ligne,1578.04,109,5270.65,3.34,14.48,274601,10462,3.81,2025-08-10
Créa Motion/Vidéo Abonnement - Paul,Abonnement,Paul Martinez,Motion/Vidéo,Éducation,Économisez avec le bundle,Novembre 2025,En ligne,2358.32,95,4480.81,1.90,24.82,199226,7092,3.56,2025-11-05
Créa Podcast AG1 Powder - Emma,AG1 Powder,Emma Wilson,Podcast,Accessoire,Emportez AG1 partout,Août 2025,Arrêtée,516.89,83,1803.95,3.49,6.23,132927,4918,3.70,2025-08-19
Créa Podcast Omega-3 - Emma,Omega-3,Emma Wilson,Podcast,Convenience,Économisez avec le bundle,Août 2025,En ligne,1386.34,100,4838.33,3.49,13.86,78758,1725,2.19,2025-08-19
Créa Image statique AG1 Travel Packs - Dr.,AG1 Travel Packs,Dr. Michael Lee,Image statique,Santé,Ma transformation en 2 mois,Octobre 2025,Arrêtée,548.68,135,1426.57,2.60,4.06,62350,1390,2.23,2025-10-10
Créa Podcast AG1 Powder - Julie,AG1 Powder,Julie Bernard,Podcast,Accessoire,Mon cœur me remercie,Août 2025,Arrêtée,1857.96,93,2378.19,1.28,19.98,105475,3175,3.01,2025-08-26
Créa Image statique Bundle Complet - Marie,Bundle Complet,Marie Dubois,Image statique,Éducation,Boostez votre immunité,Novembre 2025,En pause,2184.72,27,6510.47,2.98,80.92,278462,10749,3.86,2025-11-18
Créa Podcast Vitamine D3+K2 - Sarah,Vitamine D3+K2,Sarah Martin,Podcast,Éducation,L'importance d'un bon mélange,Novembre 2025,Arrêtée,1495.65,95,2976.34,1.99,15.74,271016,7155,2.64,2025-11-05
Créa Témoignage Shaker - Tom,Shaker,Tom Brown,Témoignage,Testimonial,Le shaker qui change tout,Août 2025,Arrêtée,1436.70,58,775.82,0.54,24.77,274748,6786,2.47,2025-08-17
Créa Motion/Vidéo Abonnement - Anna,Abonnement,Anna Schmidt,Motion/Vidéo,Éducation,Le shaker qui change tout,Octobre 2025,En ligne,1592.90,132,3185.80,2.00,12.07,237457,7836,3.30,2025-10-02
Créa UGC Bundle Complet - Dr.,Bundle Complet,Dr. James Smith,UGC,Convenience,Emportez AG1 partout,Août 2025,Arrêtée,1952.51,133,6443.28,3.30,14.68,217895,8280,3.80,2025-08-26
Créa Témoignage Shaker - Camille,Shaker,Camille Rousseau,Témoignage,Éducation,Parfait pour voyager,Octobre 2025,En pause,823.20,29,2790.65,3.39,28.39,212840,7428,3.49,2025-10-06
Créa UGC AG1 Travel Packs - Camille,AG1 Travel Packs,Camille Rousseau,UGC,Accessoire,Ne manquez jamais votre dose,Juillet 2025,Archivée,802.81,60,2007.03,2.50,13.38,289591,10947,3.78,2025-07-13
Créa Image statique Bundle Complet - Claire,Bundle Complet,Claire Anderson,Image statique,Éducation,Le shaker qui change tout,Septembre 2025,Arrêtée,1376.15,141,688.08,0.50,9.76,50262,1895,3.77,2025-09-13
Créa Témoignage Vitamine D3+K2 - Paul,Vitamine D3+K2,Paul Martinez,Témoignage,Éducation,Mon cœur me remercie,Août 2025,En pause,1345.97,88,3297.63,2.45,15.30,256157,9017,3.52,2025-08-09
Créa Podcast Omega-3 - Paul,Omega-3,Paul Martinez,Podcast,Valeur,N'oubliez plus jamais,Novembre 2025,Arrêtée,803.27,55,554.26,0.69,14.60,211743,5950,2.81,2025-11-06
Créa Témoignage AG1 Travel Packs - David,AG1 Travel Packs,David Chen,Témoignage,Accessoire,Boostez votre immunité,Novembre 2025,Archivée,2964.77,106,2342.17,0.79,27.97,135899,4199,3.09,2025-11-25
Créa Podcast Vitamine D3+K2 - Paul,Vitamine D3+K2,Paul Martinez,Podcast,Convenience,Emportez AG1 partout,Août 2025,Archivée,2600.19,104,6916.51,2.66,25.00,139106,4326,3.11,2025-08-07
Créa Podcast Omega-3 - Kevin,Omega-3,Kevin Taylor,Podcast,Convenience,Essentiel en hiver,Septembre 2025,Archivée,1300.06,126,4459.21,3.43,10.32,152110,5567,3.66,2025-09-17
Créa Motion/Vidéo Omega-3 - Dr.,Omega-3,Dr. James Smith,Motion/Vidéo,Accessoire,Ne manquez jamais votre dose,Août 2025,En ligne,2955.31,16,1950.50,0.66,184.71,52910,2063,3.90,2025-08-19
Créa Témoignage Abonnement - Claire,Abonnement,Claire Anderson,Témoignage,Testimonial,N'oubliez plus jamais,Novembre 2025,En pause,2861.55,58,9557.58,3.34,49.34,109854,2966,2.70,2025-11-10
Créa UGC AG1 Powder - Claire,AG1 Powder,Claire Anderson,UGC,Valeur,Je bois AG1 depuis 3 mois,Octobre 2025,En ligne,2042.51,33,1674.86,0.82,61.89,199727,4714,2.36,2025-10-28
Créa Image statique Shaker - Pierre,Shaker,Pierre Moreau,Image statique,Accessoire,Boostez votre immunité,Août 2025,Archivée,1927.31,44,2023.68,1.05,43.80,224220,6032,2.69,2025-08-14
Créa Témoignage Vitamine D3+K2 - Claire,Vitamine D3+K2,Claire Anderson,Témoignage,Accessoire,Parfait pour voyager,Octobre 2025,En ligne,1944.95,66,2897.98,1.49,29.47,210517,6400,3.04,2025-10-14
Créa Image statique Shaker - Sarah,Shaker,Sarah Martin,Image statique,Accessoire,L'importance d'un bon mélange,Septembre 2025,En pause,1180.71,49,1889.14,1.60,24.10,130894,3888,2.97,2025-09-13
Créa Image statique Abonnement - Dr.,Abonnement,Dr. Michael Lee,Image statique,Testimonial,Mon expérience avec Omega-3,Septembre 2025,Archivée,2423.62,75,5089.60,2.10,32.31,241900,6072,2.51,2025-09-04
Créa Podcast Bundle Complet - David,Bundle Complet,David Chen,Podcast,Convenience,Je bois AG1 depuis 3 mois,Septembre 2025,En ligne,1849.14,106,3457.89,1.87,17.44,162891,3698,2.27,2025-09-21
Créa UGC Vitamine D3+K2 - David,Vitamine D3+K2,David Chen,UGC,Accessoire,Je bois AG1 depuis 3 mois,Septembre 2025,Archivée,1057.09,119,2167.03,2.05,8.88,107051,3554,3.32,2025-09-01
Créa UGC AG1 Travel Packs - Dr.,AG1 Travel Packs,Dr. Robert White,UGC,Convenience,Ne manquez jamais votre dose,Octobre 2025,Arrêtée,2703.50,36,3541.59,1.31,75.10,275581,6724,2.44,2025-10-12
Créa Motion/Vidéo AG1 Powder - Lisa,AG1 Powder,Lisa Garcia,Motion/Vidéo,Valeur,N'oubliez plus jamais,Juillet 2025,En pause,875.69,140,2986.10,3.41,6.25,181326,4189,2.31,2025-07-07
Créa UGC Abonnement - Anna,Abonnement,Anna Schmidt,UGC,Valeur,Ne manquez jamais votre dose,Octobre 2025,En pause,900.56,20,2404.50,2.67,45.03,237008,8935,3.77,2025-10-26
Créa Image statique Abonnement - Kevin,Abonnement,Kevin Taylor,Image statique,Éducation,Pourquoi les nutritionnistes recommandent AG1,Août 2025,En pause,2683.01,75,1475.66,0.55,35.77,58620,2333,3.98,2025-08-10
Créa Image statique Omega-3 - Lisa,Omega-3,Lisa Garcia,Image statique,Convenience,Le meilleur rapport qualité-prix,Novembre 2025,En pause,910.04,129,1792.78,1.97,7.05,177269,5389,3.04,2025-11-14
Créa Image statique Bundle Complet - Claire,Bundle Complet,Claire Anderson,Image statique,Valeur,Ne manquez jamais votre dose,Octobre 2025,Archivée,2421.19,100,3099.12,1.28,24.21,129051,4388,3.40,2025-10-13
Créa Motion/Vidéo AG1 Powder - Dr.,AG1 Powder,Dr. Robert White,Motion/Vidéo,Accessoire,Boostez votre immunité,Juillet 2025,Archivée,573.98,65,723.21,1.26,8.83,132103,3831,2.90,2025-07-06
Créa Motion/Vidéo Vitamine D3+K2 - Pierre,Vitamine D3+K2,Pierre Moreau,Motion/Vidéo,Testimonial,Je bois AG1 depuis 3 mois,Novembre 2025,En ligne,2852.46,102,3651.15,1.28,27.97,238844,5350,2.24,2025-11-08
Créa Podcast Bundle Complet - Sarah,Bundle Complet,Sarah Martin,Podcast,Convenience,Essentiel en hiver,Novembre 2025,En ligne,2018.12,48,1755.76,0.87,42.04,182880,7151,3.91,2025-11-25
Créa Image statique AG1 Powder - Sarah,AG1 Powder,Sarah Martin,Image statique,Accessoire,L'importance d'un bon mélange,Août 2025,En pause,1319.61,49,1068.88,0.81,26.93,147986,4602,3.11,2025-08-22
Créa Témoignage Abonnement - David,Abonnement,David Chen,Témoignage,Accessoire,Je bois AG1 depuis 3 mois,Septembre 2025,En ligne,2088.52,42,2923.93,1.40,49.73,206048,6655,3.23,2025-09-25
Créa Témoignage Shaker - Sophie,Shaker,Sophie Martin,Témoignage,Éducation,N'oubliez plus jamais,Juillet 2025,Archivée,695.15,109,1765.68,2.54,6.38,241897,9071,3.75,2025-07-27
Créa UGC Omega-3 - Laura,Omega-3,Laura Davis,UGC,Valeur,N'oubliez plus jamais,Octobre 2025,En ligne,2138.89,78,5283.06,2.47,27.42,185187,5741,3.10,2025-10-02
Créa Motion/Vidéo Shaker - Kevin,Shaker,Kevin Taylor,Motion/Vidéo,Convenience,Parfait pour voyager,Octobre 2025,En ligne,2766.70,33,4703.39,1.70,83.84,51620,1399,2.71,2025-10-23
Créa Image statique AG1 Powder - Camille,AG1 Powder,Camille Rousseau,Image statique,Santé,Le meilleur rapport qualité-prix,Novembre 2025,Arrêtée,1561.25,86,5386.31,3.45,18.15,266374,7885,2.96,2025-11-11
Créa Podcast Bundle Complet - Dr.,Bundle Complet,Dr. James Smith,Podcast,Convenience,Ma transformation en 2 mois,Août 2025,Archivée,1498.39,31,4120.57,2.75,48.34,206325,7985,3.87,2025-08-20
Créa Image statique AG1 Travel Packs - Pierre,AG1 Travel Packs,Pierre Moreau,Image statique,Accessoire,Pourquoi les nutritionnistes recommandent AG1,Septembre 2025,En ligne,740.47,124,2280.65,3.08,5.97,97605,3543,3.63,2025-09-24
Créa Podcast Bundle Complet - Julie,Bundle Complet,Julie Bernard,Podcast,Santé,Emportez AG1 partout,Juillet 2025,En pause,2799.18,99,5178.48,1.85,28.27,241278,6611,2.74,2025-07-19
Créa Motion/Vidéo AG1 Travel Packs - Kevin,AG1 Travel Packs,Kevin Taylor,Motion/Vidéo,Éducation,Parfait pour voyager,Août 2025,En ligne,2519.92,142,4309.06,1.71,17.75,184039,7086,3.85,2025-08-06
Créa UGC Omega-3 - Dr.,Omega-3,Dr. Robert White,UGC,Éducation,Parfait pour voyager,Novembre 2025,En ligne,2876.40,106,4717.30,1.64,27.14,276239,7928,2.87,2025-11-11
Créa Motion/Vidéo AG1 Powder - Kevin,AG1 Powder,Kevin Taylor,Motion/Vidéo,Éducation,L'importance d'un bon mélange,Octobre 2025,En ligne,1015.76,78,2417.51,2.38,13.02,210114,6072,2.89,2025-10-15
Créa Image statique AG1 Travel Packs - Dr.,AG1 Travel Packs,Dr. Robert White,Image statique,Santé,Pourquoi les nutritionnistes recommandent AG1,Juillet 2025,Arrêtée,1938.10,79,4864.63,2.51,24.53,145413,4900,3.37,2025-07-27
Créa UGC Vitamine D3+K2 - Claire,Vitamine D3+K2,Claire Anderson,UGC,Testimonial,Boostez votre immunité,Juillet 2025,En pause,1033.29,143,2727.89,2.64,7.23,230305,4606,2.00,2025-07-13
Créa UGC Abonnement - Lisa,Abonnement,Lisa Garcia,UGC,Santé,Pourquoi les nutritionnistes recommandent AG1,Novembre 2025,Arrêtée,1583.54,32,4956.48,3.13,49.49,288539,8887,3.08,2025-11-09
Créa UGC Shaker - Alex,Shaker,Alex Johnson,UGC,Convenience,Mon expérience avec Omega-3,Juillet 2025,En ligne,1033.75,21,2636.06,2.55,49.23,297532,6010,2.02,2025-07-21
Créa Podcast Omega-3 - Emma,Omega-3,Emma Wilson,Podcast,Testimonial,Économisez avec le bundle,Octobre 2025,Archivée,2398.42,130,3645.60,1.52,18.45,253189,8608,3.40,2025-10-26
Créa Podcast Vitamine D3+K2 - Claire,Vitamine D3+K2,Claire Anderson,Podcast,Convenience,Mon cœur me remercie,Août 2025,Arrêtée,1553.40,136,3168.94,2.04,11.42,66996,1454,2.17,2025-08-16
Créa Podcast AG1 Powder - Lisa,AG1 Powder,Lisa Garcia,Podcast,Convenience,N'oubliez plus jamais,Août 2025,Arrêtée,2514.35,64,5657.29,2.25,39.29,175032,5811,3.32,2025-08-16
Créa UGC Vitamine D3+K2 - Paul,Vitamine D3+K2,Paul Martinez,UGC,Testimonial,Pourquoi les nutritionnistes recommandent AG1,Août 2025,Arrêtée,2208.87,113,3490.01,1.58,19.55,144450,5691,3.94,2025-08-06
Créa UGC Bundle Complet - Claire,Bundle Complet,Claire Anderson,UGC,Testimonial,Mon expérience avec Omega-3,Août 2025,Archivée,945.46,78,1144.01,1.21,12.12,217096,7164,3.30,2025-08-14
Créa Motion/Vidéo Abonnement - Lisa,Abonnement,Lisa Garcia,Motion/Vidéo,Accessoire,Le meilleur rapport qualité-prix,Septembre 2025,Archivée,2431.05,33,1239.84,0.51,73.67,167643,6203,3.70,2025-09-12
Créa UGC Bundle Complet - Sophie,Bundle Complet,Sophie Martin,UGC,Testimonial,L'importance d'un bon mélange,Octobre 2025,En pause,928.31,101,3128.40,3.37,9.19,276920,7643,2.76,2025-10-03
Créa Motion/Vidéo Vitamine D3+K2 - Kevin,Vitamine D3+K2,Kevin Taylor,Motion/Vidéo,Testimonial,Le meilleur rapport qualité-prix,Septembre 2025,Arrêtée,1803.02,114,2307.87,1.28,15.82,68996,1877,2.72,2025-09-20
Créa UGC Shaker - Julie,Shaker,Julie Bernard,UGC,Convenience,Essentiel en hiver,Octobre 2025,Archivée,1644.23,115,3140.48,1.91,14.30,262886,6651,2.53,2025-10-26
Créa Image statique Bundle Complet - Dr.,Bundle Complet,Dr. Michael Lee,Image statique,Testimonial,Je bois AG1 depuis 3 mois,Juillet 2025,Arrêtée,1332.21,77,3543.68,2.66,17.30,156965,4034,2.57,2025-07-08
Créa Témoignage Bundle Complet - Julie,Bundle Complet,Julie Bernard,Témoignage,Santé,Le shaker qui change tout,Novembre 2025,En pause,1453.21,118,4534.02,3.12,12.32,90719,2658,2.93,2025-11-28
Créa UGC AG1 Travel Packs - Claire,AG1 Travel Packs,Claire Anderson,UGC,Testimonial,Parfait pour voyager,Septembre 2025,En pause,2633.58,98,3792.36,1.44,26.87,294859,9730,3.30,2025-09-23
Créa Podcast Abonnement - Emma,Abonnement,Emma Wilson,Podcast,Santé,Économisez avec le bundle,Août 2025,Arrêtée,760.77,129,2137.76,2.81,5.90,59994,2064,3.44,2025-08-19
Créa Témoignage AG1 Travel Packs - Marc,AG1 Travel Packs,Marc Petit,Témoignage,Convenience,Ma transformation en 2 mois,Octobre 2025,En ligne,2962.89,46,5659.12,1.91,64.41,102787,3269,3.18,2025-10-07
Créa Podcast Abonnement - Marie,Abonnement,Marie Dubois,Podcast,Valeur,Boostez votre immunité,Septembre 2025,Archivée,2783.19,46,9462.85,3.40,60.50,136706,3062,2.24,2025-09-01
Créa Podcast Abonnement - Claire,Abonnement,Claire Anderson,Podcast,Convenience,Pourquoi les nutritionnistes recommandent AG1,Octobre 2025,Arrêtée,2007.52,72,1385.19,0.69,27.88,267201,7108,2.66,2025-10-12
Créa Témoignage AG1 Travel Packs - Lisa,AG1 Travel Packs,Lisa Garcia,Témoignage,Valeur,Ne manquez jamais votre dose,Juillet 2025,Arrêtée,1670.76,22,1921.37,1.15,75.94,254806,8893,3.49,2025-07-23
Créa Podcast Shaker - Marc,Shaker,Marc Petit,Podcast,Santé,Mon expérience avec Omega-3,Octobre 2025,En pause,2547.07,73,4330.02,1.70,34.89,263960,7972,3.02,2025-10-25
Créa Image statique Shaker - David,Shaker,David Chen,Image statique,Accessoire,Ne manquez jamais votre dose,Novembre 2025,Archivée,2562.43,29,6816.06,2.66,88.36,126386,3703,2.93,2025-11-23
Créa Témoignage Vitamine D3+K2 - Julie,Vitamine D3+K2,Julie Bernard,Témoignage,Santé,Le meilleur rapport qualité-prix,Juillet 2025,Arrêtée,2229.71,35,4504.01,2.02,63.71,69196,2726,3.94,2025-07-26
Créa Image statique AG1 Travel Packs - David,AG1 Travel Packs,David Chen,Image statique,Valeur,Parfait pour voyager,Novembre 2025,En ligne,629.66,136,2065.28,3.28,4.63,50872,1435,2.82,2025-11-12
Créa UGC Omega-3 - Kevin,Omega-3,Kevin Taylor,UGC,Santé,Mon expérience avec Omega-3,Octobre 2025,Archivée,844.69,52,870.03,1.03,16.24,183956,7046,3.83,2025-10-27
Créa UGC Vitamine D3+K2 - Claire,Vitamine D3+K2,Claire Anderson,UGC,Convenience,Ma transformation en 2 mois,Juillet 2025,Arrêtée,2786.52,104,3706.07,1.33,26.79,101945,2875,2.82,2025-07-10
Créa Témoignage Omega-3 - Kevin,Omega-3,Kevin Taylor,Témoignage,Santé,Mon expérience avec Omega-3,Juillet 2025,Arrêtée,780.38,65,1435.90,1.84,12.01,92712,2429,2.62,2025-07-13
Créa UGC Bundle Complet - Camille,Bundle Complet,Camille Rousseau,UGC,Convenience,Le shaker qui change tout,Novembre 2025,Archivée,1771.78,117,2214.73,1.25,15.14,159010,5963,3.75,2025-11-05
Créa UGC Bundle Complet - Claire,Bundle Complet,Claire Anderson,UGC,Santé,Le meilleur rapport qualité-prix,Octobre 2025,Archivée,2724.94,51,5722.37,2.10,53.43,282789,10294,3.64,2025-10-25
Créa Témoignage AG1 Powder - Kevin,AG1 Powder,Kevin Taylor,Témoignage,Testimonial,Économisez avec le bundle,Septembre 2025,Arrêtée,2939.34,86,3380.24,1.15,34.18,172643,4092,2.37,2025-09-11
Créa Témoignage Shaker - Camille,Shaker,Camille Rousseau,Témoignage,Valeur,Essentiel en hiver,Novembre 2025,En ligne,822.29,90,1743.25,2.12,9.14,136765,3200,2.34,2025-11-15
Créa Podcast AG1 Powder - Laura,AG1 Powder,Laura Davis,Podcast,Testimonial,Le shaker qui change tout,Septembre 2025,Archivée,1037.42,148,1981.47,1.91,7.01,200927,4420,2.20,2025-09-17
Créa Témoignage Abonnement - Claire,Abonnement,Claire Anderson,Témoignage,Convenience,Je bois AG1 depuis 3 mois,Octobre 2025,En pause,1954.19,132,4963.64,2.54,14.80,134004,2948,2.20,2025-10-22
Créa Podcast Bundle Complet - Julie,Bundle Complet,Julie Bernard,Podcast,Convenience,Essentiel en hiver,Août 2025,En pause,1429.29,63,3530.35,2.47,22.69,153993,5205,3.38,2025-08-07
Créa Témoignage Abonnement - Sarah,Abonnement,Sarah Martin,Témoignage,Testimonial,Je bois AG1 depuis 3 mois,Septembre 2025,Arrêtée,1532.90,68,4614.03,3.01,22.54,289589,7356,2.54,2025-09-23
Créa Témoignage Bundle Complet - Paul,Bundle Complet,Paul Martinez,Témoignage,Valeur,N'oubliez plus jamais,Août 2025,Archivée,2516.52,67,4479.41,1.78,37.56,138092,4447,3.22,2025-08-02
Créa UGC AG1 Powder - Anna,AG1 Powder,Anna Schmidt,UGC,Santé,Pourquoi les nutritionnistes recommandent AG1,Octobre 2025,En pause,2645.15,111,3015.47,1.14,23.83,63258,2062,3.26,2025-10-04
Créa Podcast Abonnement - Paul,Abonnement,Paul Martinez,Podcast,Accessoire,Boostez votre immunité,Juillet 2025,En ligne,582.72,136,512.79,0.88,4.28,130429,4409,3.38,2025-07-24
Créa Podcast Abonnement - Sarah,Abonnement,Sarah Martin,Podcast,Accessoire,Le shaker qui change tout,Août 2025,En ligne,2546.31,85,4557.89,1.79,29.96,274434,8590,3.13,2025-08-28
Créa Motion/Vidéo AG1 Powder - Pierre,AG1 Powder,Pierre Moreau,Motion/Vidéo,Éducation,Pourquoi les nutritionnistes recommandent AG1,Octobre 2025,Archivée,2832.97,20,6175.87,2.18,141.65,213619,6857,3.21,2025-10-20
Créa Motion/Vidéo Shaker - Anna,Shaker,Anna Schmidt,Motion/Vidéo,Testimonial,Le shaker qui change tout,Novembre 2025,En ligne,1281.40,150,2780.64,2.17,8.54,168759,3814,2.26,2025-11-09
Créa UGC Vitamine D3+K2 - David,Vitamine D3+K2,David Chen,UGC,Testimonial,Parfait pour voyager,Septembre 2025,En pause,1894.42,29,6497.86,3.43,65.32,274713,10576,3.85,2025-09-01
Créa Témoignage Vitamine D3+K2 - Tom,Vitamine D3+K2,Tom Brown,Témoignage,Valeur,Le meilleur rapport qualité-prix,Octobre 2025,Archivée,2498.35,137,2623.27,1.05,18.24,223972,7861,3.51,2025-10-17
Créa Témoignage Shaker - Tom,Shaker,Tom Brown,Témoignage,Convenience,Je bois AG1 depuis 3 mois,Novembre 2025,En ligne,2982.50,28,9186.10,3.08,106.52,280458,7320,2.61,2025-11-26
Créa Motion/Vidéo Shaker - Sophie,Shaker,Sophie Martin,Motion/Vidéo,Accessoire,Le meilleur rapport qualité-prix,Octobre 2025,Archivée,986.44,53,1440.20,1.46,18.61,180628,4371,2.42,2025-10-04
Créa Motion/Vidéo Abonnement - Dr.,Abonnement,Dr. James Smith,Motion/Vidéo,Valeur,Essentiel en hiver,Octobre 2025,En pause,1946.49,33,6034.12,3.10,58.98,140364,5558,3.96,2025-10-28
Créa UGC AG1 Travel Packs - Sophie,AG1 Travel Packs,Sophie Martin,UGC,Convenience,Le shaker qui change tout,Septembre 2025,En pause,2741.80,116,8993.10,3.28,23.64,283095,9682,3.42,2025-09-27
Créa UGC Shaker - Lisa,Shaker,Lisa Garcia,UGC,Accessoire,Le shaker qui change tout,Juillet 2025,En ligne,801.99,38,1227.04,1.53,21.11,261709,9422,3.60,2025-07-22
Créa Podcast AG1 Powder - David,AG1 Powder,David Chen,Podcast,Santé,Mon cœur me remercie,Août 2025,En pause,2171.11,112,2323.09,1.07,19.38,290086,8006,2.76,2025-08-15
Créa Podcast AG1 Travel Packs - Camille,AG1 Travel Packs,Camille Rousseau,Podcast,Convenience,Le shaker qui change tout,Août 2025,En ligne,1783.75,57,2176.17,1.22,31.29,128571,3150,2.45,2025-08-26
Créa UGC Abonnement - Dr.,Abonnement,Dr. James Smith,UGC,Valeur,Essentiel en hiver,Août 2025,En pause,1766.18,101,2931.86,1.66,17.49,231516,5163,2.23,2025-08-05
Créa Podcast AG1 Powder - Dr.,AG1 Powder,Dr. Robert White,Podcast,Éducation,Ma transformation en 2 mois,Septembre 2025,En ligne,1250.80,28,2676.71,2.14,44.67,235583,4782,2.03,2025-09-02
